,condition,prob
1659,noURL_2,0.95
1660,noURL_2,0.95
1661,noURL_2,0.95
1662,noURL_2,0.99
1663,noURL_2,0.1
1664,noURL_2,0.95
1665,noURL_2,0.95
1666,noURL_2,0.85
1667,noURL_2,0.85
1668,noURL_2,0.85
1669,noURL_2,1.0
1670,noURL_2,0.95
1671,noURL_2,0.85
1672,noURL_2,0.95
1673,noURL_2,0.85
1674,noURL_2,1.0
1675,noURL_2,0.95
1676,noURL_2,1.0
1677,noURL_2,0.9
1678,noURL_2,1.0
1679,noURL_2,1.0
1680,noURL_2,1.0
1681,noURL_2,1.0
1682,noURL_2,0.95
1683,noURL_2,0.95
1684,noURL_2,0.95
1685,noURL_2,0.95
1686,noURL_2,0.95
1687,noURL_2,1.0
1688,noURL_2,0.95
1689,noURL_2,0.85
1690,noURL_2,1.0
1691,noURL_2,1.0
1692,noURL_2,0.99
1693,noURL_2,0.85
1694,noURL_2,1.0
1695,noURL_2,0.1
1696,noURL_2,0.85
1697,noURL_2,0.85
1698,noURL_2,0.95
1699,noURL_2,0.95
1700,noURL_2,0.95
1701,noURL_2,1.0
1702,noURL_2,1.0
1703,noURL_2,0.95
1704,noURL_2,1.0
1705,noURL_2,0.95
1706,noURL_2,1.0
1707,noURL_2,0.95
1708,noURL_2,0.95
1709,noURL_2,1.0
1710,noURL_2,0.95
1711,noURL_2,0.95
1712,noURL_2,1.0
1713,noURL_2,1.0
1714,noURL_2,0.95
1715,noURL_2,1.0
1716,noURL_2,1.0
1717,noURL_2,0.95
1718,noURL_2,1.0
1719,noURL_2,0.95
1720,noURL_2,0.95
1721,noURL_2,0.95
1722,noURL_2,0.95
1723,noURL_2,0.95
1724,noURL_2,0.95
1725,noURL_2,0.95.0
1726,noURL_2,0.95.0
1727,noURL_2,0.95.0
1728,noURL_2,0.90.0
1729,noURL_2,1.0
1730,noURL_2,1.0
1731,noURL_2,0.99.0
1732,noURL_2,1.0
1733,noURL_2,1.0
1734,noURL_2,0.85.0
1735,noURL_2,1.0
1736,noURL_2,0.95.0
1737,noURL_2,0.95.0
1738,noURL_2,1.0
1739,noURL_2,1.0
1740,noURL_2,0.95.0
1741,noURL_2,0.95.0
1742,noURL_2,0.85.0
1743,noURL_2,0.95.0
1744,noURL_2,0.95.0
1745,noURL_2,0.95.0
1746,noURL_2,0.95.0
1747,noURL_2,0.85.0
1748,noURL_2,0.95.0
1749,noURL_2,1.0
1750,noURL_2,0.1
1751,noURL_2,0.95
1752,noURL_2,0.95
1753,noURL_2,0.95
1754,noURL_2,0.95
1755,noURL_2,0.95
1756,noURL_2,1.0
1757,noURL_2,1.0
1758,noURL_2,0.95
1759,noURL_2,0.95
1760,noURL_2,0.95
1761,noURL_2,0.95
1762,noURL_2,0.85
1763,noURL_2,0.95
1764,noURL_2,0.95
1765,noURL_2,0.9
1766,noURL_2,0.95
1767,noURL_2,0.95
1768,noURL_2,0.95
1769,noURL_2,0.95
1770,noURL_2,0.95
1771,noURL_2,0.85
1772,noURL_2,0.95
1773,noURL_2,0.95
1774,noURL_2,1.0
1775,noURL_2,0.05
1776,noURL_2,0.05
1777,noURL_2,0.05
1778,noURL_2,0.05
1779,noURL_2,0.05
1780,noURL_2,0.05
1781,noURL_2,0.05
1782,noURL_2,0.05
1783,noURL_2,0.05
1784,noURL_2,0.05
1785,noURL_2,0.05
1786,noURL_2,0.05
1787,noURL_2,0.05
1788,noURL_2,0.05
1789,noURL_2,0.75
1790,noURL_2,0.1
1791,noURL_2,0.05
1792,noURL_2,0.1
1793,noURL_2,0.05
1794,noURL_2,0.05
1795,noURL_2,0.05
1796,noURL_2,0.05
1797,noURL_2,0.1
1798,noURL_2,0.05
1799,noURL_2,0.05
1800,noURL_2,0.05
1801,noURL_2,0.1
1802,noURL_2,0.85
1803,noURL_2,0.05
1804,noURL_2,0.1
1805,noURL_2,0.05
1806,noURL_2,0.1
1807,noURL_2,0.05
1808,noURL_2,0.1
1809,noURL_2,0.1
1810,noURL_2,0.05
1811,noURL_2,0.05
1812,noURL_2,0.1
1813,noURL_2,0.1
1814,noURL_2,0.05
1815,noURL_2,0.05
1816,noURL_2,0.05
1817,noURL_2,0.05
1818,noURL_2,0.1
1819,noURL_2,0.05
1820,noURL_2,0.05
1821,noURL_2,0.05
1822,noURL_2,0.05
1823,noURL_2,0.05
1824,noURL_2,0.05
1825,noURL_2,0.95
1826,noURL_2,0.95
1827,noURL_2,0.95
1828,noURL_2,0.95
1829,noURL_2,0.9
1830,noURL_2,0.85
1831,noURL_2,0.95
1832,noURL_2,0.9
1833,noURL_2,1.0
1834,noURL_2,0.95
1835,noURL_2,1.0
1836,noURL_2,0.95
1837,noURL_2,0.95
1838,noURL_2,0.1
1839,noURL_2,0.95
1840,noURL_2,0.05
1841,noURL_2,0.85
1842,noURL_2,0.85
1843,noURL_2,0.95
1844,noURL_2,1.0
1845,noURL_2,1.0
1846,noURL_2,1.0
1847,noURL_2,0.95
1848,noURL_2,0.99
1849,noURL_2,1.0
1850,noURL_2,1.0
1851,noURL_2,1.0
1852,noURL_2,1.0
1853,noURL_2,0.95.0
1854,noURL_2,1.0
1855,noURL_2,1.0
1856,noURL_2,0.95.0
1857,noURL_2,0.90.0
1858,noURL_2,0.99.0
1859,noURL_2,1.0
1860,noURL_2,1.0
1861,noURL_2,0.95.0
1862,noURL_2,0.99.0
1863,noURL_2,0.95.0
1864,noURL_2,1.0
1865,noURL_2,1.0
1866,noURL_2,0.95.0
1867,noURL_2,1.0
1868,noURL_2,0.95.0
1869,noURL_2,0.10
1870,noURL_2,0.95.0
1871,noURL_2,1.0
1872,noURL_2,0.85.0
1873,noURL_2,1.0
1874,noURL_2,0.95.0
1875,noURL_2,0.95
1876,noURL_2,0.95
1877,noURL_2,0.95
1878,noURL_2,1.0
1879,noURL_2,0.95
1880,noURL_2,1.0
1881,noURL_2,1.0
1882,noURL_2,1.0
1883,noURL_2,0.99
1884,noURL_2,1.0
1885,noURL_2,0.85
1886,noURL_2,0.85
1887,noURL_2,0.85
1888,noURL_2,0.95
1889,noURL_2,1.0
1890,noURL_2,0.95
1891,noURL_2,0.9
1892,noURL_2,1.0
1893,noURL_2,1.0
1894,noURL_2,1.0
1895,noURL_2,1.0
1896,noURL_2,0.95
1897,noURL_2,0.85
1898,noURL_2,0.95
1899,noURL_2,0.95
1900,noURL_2,0.95
1901,noURL_2,0.95
1902,noURL_2,0.95
1903,noURL_2,0.85
1904,noURL_2,0.99
1905,noURL_2,1.0
1906,noURL_2,0.95
1907,noURL_2,0.95
1908,noURL_2,1.0
1909,noURL_2,1.0
1910,noURL_2,0.99
1911,noURL_2,1.0
1912,noURL_2,1.0
1913,noURL_2,1.0
1914,noURL_2,0.95
1915,noURL_2,0.95
1916,noURL_2,0.95
1917,noURL_2,1.0
1918,noURL_2,1.0
1919,noURL_2,0.9
1920,noURL_2,0.95
1921,noURL_2,0.9
1922,noURL_2,0.95
1923,noURL_2,0.95
1924,noURL_2,0.95
1925,noURL_2,1.0
1926,noURL_2,1.0
1927,noURL_2,0.9
1928,noURL_2,1.0
1929,noURL_2,0.95
1930,noURL_2,1.0
1931,noURL_2,1.0
1932,noURL_2,1.0
1933,noURL_2,0.95
1934,noURL_2,0.95
1935,noURL_2,1.0
1936,noURL_2,0.99
1937,noURL_2,0.85
1938,noURL_2,1.0
1939,noURL_2,0.95
1940,noURL_2,0.95
1941,noURL_2,0.9
1942,noURL_2,0.95
1943,noURL_2,0.95
1944,noURL_2,0.95
1945,noURL_2,0.95
1946,noURL_2,0.99
1947,noURL_2,1.0
1948,noURL_2,1.0
1949,noURL_2,0.99
1950,noURL_2,1.0
1951,noURL_2,0.95
1952,noURL_2,1.0
1953,noURL_2,0.95
1954,noURL_2,0.9
1955,noURL_2,0.95
1956,noURL_2,1.0
1957,noURL_2,0.85
1958,noURL_2,0.99
1959,noURL_2,0.95
1960,noURL_2,1.0
1961,noURL_2,1.0
1962,noURL_2,1.0
1963,noURL_2,1.0
1964,noURL_2,0.95
1965,noURL_2,0.99
1966,noURL_2,1.0
1967,noURL_2,1.0
1968,noURL_2,1.0
1969,noURL_2,1.0
1970,noURL_2,1.0
1971,noURL_2,0.95
1972,noURL_2,0.95
1973,noURL_2,1.0
1974,noURL_2,0.95
1975,noURL_2,1.0
1976,noURL_2,1.0
1977,noURL_2,0.95
1978,noURL_2,0.95
1979,noURL_2,0.9
1980,noURL_2,0.95
1981,noURL_2,0.85
1982,noURL_2,0.95
1983,noURL_2,0.95
1984,noURL_2,0.95
1985,noURL_2,1.0
1986,noURL_2,0.95
1987,noURL_2,0.99
1988,noURL_2,1.0
1989,noURL_2,1.0
1990,noURL_2,1.0
1991,noURL_2,1.0
1992,noURL_2,1.0
1993,noURL_2,0.95
1994,noURL_2,0.95
1995,noURL_2,0.95
1996,noURL_2,0.95
1997,noURL_2,0.99
1998,noURL_2,1.0
1999,noURL_2,1.0
2000,noURL_2,0.95
2001,noURL_2,1.0
2002,noURL_2,1.0
2003,noURL_2,1.0
2004,noURL_2,0.95
2005,noURL_2,1.0
2006,noURL_2,0.95
2007,noURL_2,0.95
2008,noURL_2,0.1
2009,noURL_2,1.0
2010,noURL_2,0.85
2011,noURL_2,1.0
2012,noURL_2,1.0
2013,noURL_2,0.99
2014,noURL_2,0.95
2015,noURL_2,0.99
2016,noURL_2,1.0
2017,noURL_2,1.0
2018,noURL_2,1.0
2019,noURL_2,0.95
2020,noURL_2,0.05
2021,noURL_2,0.95
2022,noURL_2,0.85
2023,noURL_2,0.85
2024,noURL_2,0.95
2025,noURL_2,0.95
2026,noURL_2,0.95
2027,noURL_2,0.85
2028,noURL_2,0.95
2029,noURL_2,0.9
2030,noURL_2,0.95
2031,noURL_2,0.95
2032,noURL_2,0.95
2033,noURL_2,0.95
2034,noURL_2,0.95
2035,noURL_2,0.85
2036,noURL_2,0.95
2037,noURL_2,0.95
2038,noURL_2,0.85
2039,noURL_2,0.95
2040,noURL_2,0.85
2041,noURL_2,0.95
2042,noURL_2,0.85
2043,noURL_2,1.0
2044,noURL_2,0.99
2045,noURL_2,0.99
2046,noURL_2,1.0
2047,noURL_2,0.99
2048,noURL_2,0.95
2049,noURL_2,0.95
2050,noURL_2,0.95
2051,noURL_2,0.95
2052,noURL_2,0.95
2053,noURL_2,0.95
2054,noURL_2,0.95
2055,noURL_2,0.9
2056,noURL_2,0.95
2057,noURL_2,0.95
2058,noURL_2,0.95
2059,noURL_2,0.99
2060,noURL_2,1.0
2061,noURL_2,0.95
2062,noURL_2,0.85
2063,noURL_2,0.95
2064,noURL_2,1.0
2065,noURL_2,0.99
2066,noURL_2,1.0
2067,noURL_2,1.0
2068,noURL_2,0.95
2069,noURL_2,0.95
2070,noURL_2,0.85
2071,noURL_2,0.85
2072,noURL_2,0.95
2073,noURL_2,0.95
2074,noURL_2,1.0
2100,noURL_2,1.0
2101,noURL_2,0.95
2102,noURL_2,1.0
2103,noURL_2,0.95
2104,noURL_2,0.95
2105,noURL_2,0.95
2106,noURL_2,1.0
2107,noURL_2,0.99
2108,noURL_2,0.95
2109,noURL_2,0.95
2110,noURL_2,0.99
2111,noURL_2,1.0
2112,noURL_2,1.0
2113,noURL_2,1.0
2114,noURL_2,1.0
2115,noURL_2,0.85
2116,noURL_2,0.95
2117,noURL_2,0.95
2118,noURL_2,0.95
2119,noURL_2,1.0
2120,noURL_2,0.95
2121,noURL_2,0.95
2122,noURL_2,1.0
2123,noURL_2,0.95
2124,noURL_2,0.99
2125,noURL_2,0.99
2126,noURL_2,1.0
2127,noURL_2,1.0
2128,noURL_2,0.99
2129,noURL_2,1.0
2130,noURL_2,1.0
2131,noURL_2,0.95
2132,noURL_2,0.95
2133,noURL_2,1.0
2134,noURL_2,0.95
2135,noURL_2,0.95
2136,noURL_2,0.9
2137,noURL_2,0.95
2138,noURL_2,0.95
2139,noURL_2,0.95
2140,noURL_2,0.95
2141,noURL_2,0.95
2142,noURL_2,0.95
2143,noURL_2,0.95
2144,noURL_2,0.95
2145,noURL_2,0.95
2146,noURL_2,0.95
2147,noURL_2,1.0
2148,noURL_2,0.85
2149,noURL_2,0.95
2150,noURL_2,0.95
2151,noURL_2,0.95
2152,noURL_2,0.95
2153,noURL_2,0.95
2154,noURL_2,0.95
2155,noURL_2,0.95
2156,noURL_2,0.95
2157,noURL_2,1.0
2158,noURL_2,0.95
2159,noURL_2,0.95
2160,noURL_2,0.95
2161,noURL_2,0.95
2162,noURL_2,0.95
2163,noURL_2,0.95
2164,noURL_2,0.9
2165,noURL_2,0.95
2166,noURL_2,0.95
2167,noURL_2,0.85
2168,noURL_2,0.95
2169,noURL_2,0.95
2170,noURL_2,0.95
2171,noURL_2,0.95
2172,noURL_2,0.95
2173,noURL_2,0.95
2174,noURL_2,0.95
2175,noURL_2,1.0
2176,noURL_2,1.0
2177,noURL_2,1.0
2178,noURL_2,0.99
2179,noURL_2,0.85
2180,noURL_2,0.9
2181,noURL_2,0.95
2182,noURL_2,1.0
2183,noURL_2,0.95
2184,noURL_2,0.95
2185,noURL_2,1.0
2186,noURL_2,0.99
2187,noURL_2,0.99
2188,noURL_2,1.0
2189,noURL_2,1.0
2190,noURL_2,1.0
2191,noURL_2,0.95
2192,noURL_2,0.9
2193,noURL_2,0.85
2194,noURL_2,0.95
2195,noURL_2,0.95
2196,noURL_2,0.95
2197,noURL_2,0.85
2198,noURL_2,0.95
2199,noURL_2,0.95
2200,noURL_2,0.95
2201,noURL_2,0.95
2202,noURL_2,0.99
2203,noURL_2,0.95
2204,noURL_2,0.99
2205,noURL_2,1.0
2206,noURL_2,0.85
2207,noURL_2,0.95
2208,noURL_2,0.95
2209,noURL_2,0.1
2210,noURL_2,0.99
2211,noURL_2,1.0
2212,noURL_2,1.0
2213,noURL_2,0.95
2214,noURL_2,1.0
2215,noURL_2,0.9
2216,noURL_2,0.9
2217,noURL_2,0.85
2218,noURL_2,0.95
2219,noURL_2,0.95
2220,noURL_2,0.95
2221,noURL_2,0.95
2222,noURL_2,0.95
2223,noURL_2,0.95
2224,noURL_2,1.0
2225,noURL_2,1.0
2226,noURL_2,1.0
2227,noURL_2,0.99
2228,noURL_2,1.0
2229,noURL_2,1.0
2230,noURL_2,1.0
2231,noURL_2,1.0
2232,noURL_2,0.95
2233,noURL_2,1.0
2234,noURL_2,0.99
2235,noURL_2,0.99
2236,noURL_2,1.0
2237,noURL_2,1.0
2238,noURL_2,1.0
2239,noURL_2,1.0
2240,noURL_2,1.0
2241,noURL_2,0.9
2242,noURL_2,0.95
2243,noURL_2,0.85
2244,noURL_2,0.85
2245,noURL_2,0.95
2246,noURL_2,0.95
2247,noURL_2,0.85
2248,noURL_2,0.95
2249,noURL_2,0.95
2250,noURL_2,0.95
2251,noURL_2,0.85
2252,noURL_2,0.85
2253,noURL_2,1.0
2254,noURL_2,0.95
2255,noURL_2,0.9
2256,noURL_2,0.99
2257,noURL_2,0.95
2258,noURL_2,0.9
2259,noURL_2,0.9
2260,noURL_2,0.95
2261,noURL_2,1.0
2262,noURL_2,0.99
2263,noURL_2,1.0
2264,noURL_2,0.85
2265,noURL_2,0.99
2266,noURL_2,0.95
2267,noURL_2,1.0
2268,noURL_2,1.0
2269,noURL_2,1.0
2270,noURL_2,1.0
2271,noURL_2,1.0
2272,noURL_2,1.0
2273,noURL_2,0.95
2274,noURL_2,0.95
2275,noURL_2,0.85
2276,noURL_2,0.85
2277,noURL_2,0.05
2278,noURL_2,0.95
2279,noURL_2,0.85
2280,noURL_2,0.95
2281,noURL_2,0.99
2282,noURL_2,1.0
2283,noURL_2,1.0
2284,noURL_2,1.0
2285,noURL_2,1.0
2286,noURL_2,1.0
2287,noURL_2,0.99
2288,noURL_2,0.99
2289,noURL_2,1.0
2290,noURL_2,1.0
2291,noURL_2,1.0
2292,noURL_2,1.0
2293,noURL_2,1.0
2294,noURL_2,1.0
2295,noURL_2,1.0
2296,noURL_2,1.0
2297,noURL_2,0.95
2298,noURL_2,1.0
2299,noURL_2,0.95
2300,noURL_2,0.95
2301,noURL_2,1.0
2302,noURL_2,1.0
2303,noURL_2,0.95
2304,noURL_2,0.85
2305,noURL_2,1.0
2306,noURL_2,0.95
2307,noURL_2,1.0
2308,noURL_2,1.0
2309,noURL_2,1.0
2310,noURL_2,0.95
2311,noURL_2,0.95
2312,noURL_2,1.0
2313,noURL_2,1.0
2314,noURL_2,0.95
2315,noURL_2,1.0
2316,noURL_2,1.0
2317,noURL_2,1.0
2318,noURL_2,1.0
2319,noURL_2,0.99
2320,noURL_2,1.0
2321,noURL_2,0.95
2322,noURL_2,0.85
2323,noURL_2,0.95
2324,noURL_2,0.95
2325,noURL_2,0.85
2326,noURL_2,0.95
2327,noURL_2,1.0
2328,noURL_2,1.0
2329,noURL_2,1.0
2330,noURL_2,0.95
2331,noURL_2,1.0
2332,noURL_2,1.0
2333,noURL_2,1.0
2334,noURL_2,1.0
2335,noURL_2,0.99
2336,noURL_2,1.0
2337,noURL_2,1.0
2338,noURL_2,1.0
2339,noURL_2,0.95
2340,noURL_2,1.0
2341,noURL_2,0.95
2342,noURL_2,0.95
2343,noURL_2,0.95
2344,noURL_2,1.0
2345,noURL_2,1.0
2346,noURL_2,1.0
2347,noURL_2,1.0
2348,noURL_2,1.0
2349,noURL_2,1.0
2350,noURL_2,0.1
2351,noURL_2,0.05
2352,noURL_2,0.1
2353,noURL_2,0.05
2354,noURL_2,0.05
2355,noURL_2,0.05
2356,noURL_2,0.05
2357,noURL_2,0.05
2358,noURL_2,0.05
2359,noURL_2,0.05
2360,noURL_2,0.05
2361,noURL_2,0.1
2362,noURL_2,0.05
2363,noURL_2,0.05
2364,noURL_2,0.05
2365,noURL_2,0.05
2366,noURL_2,0.05
2367,noURL_2,0.05
2368,noURL_2,0.05
2369,noURL_2,0.05
2370,noURL_2,0.05
2371,noURL_2,0.05
2372,noURL_2,0.05
2373,noURL_2,0.05
2374,noURL_2,0.05
2375,noURL_2,0.95
2376,noURL_2,0.85
2377,noURL_2,0.95
2378,noURL_2,0.95
2379,noURL_2,1.0
2380,noURL_2,0.99
2381,noURL_2,0.85
2382,noURL_2,0.95
2383,noURL_2,1.0
2384,noURL_2,1.0
2385,noURL_2,1.0
2386,noURL_2,0.1
2387,noURL_2,0.95
2388,noURL_2,0.95
2389,noURL_2,0.99
2390,noURL_2,1.0
2391,noURL_2,1.0
2392,noURL_2,1.0
2393,noURL_2,1.0
2394,noURL_2,0.95
2395,noURL_2,0.95
2396,noURL_2,0.95
2397,noURL_2,0.95
2398,noURL_2,1.0
2399,noURL_2,1.0
2400,noURL_2,1.0
2401,noURL_2,0.95
2402,noURL_2,0.99
2403,noURL_2,0.99
2404,noURL_2,1.0
2405,noURL_2,1.0
2406,noURL_2,1.0
2407,noURL_2,0.99
2408,noURL_2,1.0
2409,noURL_2,0.95
2410,noURL_2,0.99
2411,noURL_2,1.0
2412,noURL_2,1.0
2413,noURL_2,1.0
2414,noURL_2,1.0
2415,noURL_2,1.0
2416,noURL_2,0.99
2417,noURL_2,1.0
2418,noURL_2,0.85
2419,noURL_2,1.0
2420,noURL_2,0.95
2421,noURL_2,0.95
2422,noURL_2,0.1
2423,noURL_2,0.1
2424,noURL_2,0.95
2425,noURL_2,0.85
2426,noURL_2,0.95
2427,noURL_2,0.95
2428,noURL_2,0.85
2429,noURL_2,0.95
2430,noURL_2,0.99
2431,noURL_2,0.85
2432,noURL_2,0.85
2433,noURL_2,0.85
2434,noURL_2,0.95
2435,noURL_2,0.85
2436,noURL_2,0.95
2437,noURL_2,0.95
2438,noURL_2,0.9
2439,noURL_2,0.95
2440,noURL_2,1.0
2441,noURL_2,0.95
2442,noURL_2,0.95
2443,noURL_2,1.0
2444,noURL_2,0.95
2445,noURL_2,0.95
2446,noURL_2,1.0
2447,noURL_2,1.0
2448,noURL_2,1.0
2449,noURL_2,1.0
2450,noURL_2,0.95
2451,noURL_2,1.0
2452,noURL_2,0.95
2453,noURL_2,1.0
2454,noURL_2,1.0
2455,noURL_2,0.85
2456,noURL_2,0.95
2457,noURL_2,1.0
2458,noURL_2,0.95
2459,noURL_2,0.95
2460,noURL_2,0.95
2461,noURL_2,0.95
2462,noURL_2,0.95
2463,noURL_2,0.1
2464,noURL_2,0.95
2465,noURL_2,1.0
2466,noURL_2,0.95
2467,noURL_2,0.95
2468,noURL_2,0.95
2469,noURL_2,0.95
2470,noURL_2,0.95
2471,noURL_2,1.0
2472,noURL_2,1.0
2473,noURL_2,0.85
2474,noURL_2,0.9
2475,noURL_2,1.0
2476,noURL_2,1.0
2477,noURL_2,1.0
2478,noURL_2,1.0
2479,noURL_2,0.95
2480,noURL_2,0.9
2481,noURL_2,0.99
2482,noURL_2,0.95
2483,noURL_2,0.95
2484,noURL_2,0.95
2485,noURL_2,0.85
2486,noURL_2,0.95
2487,noURL_2,0.95
2488,noURL_2,0.95
2489,noURL_2,0.9
2490,noURL_2,0.95
2491,noURL_2,1.0
2492,noURL_2,0.95
2493,noURL_2,0.95
2494,noURL_2,0.95
2495,noURL_2,0.95
2496,noURL_2,1.0
2497,noURL_2,1.0
2498,noURL_2,1.0
2499,noURL_2,1.0
2500,noURL_2,0.95
2501,noURL_2,0.95
2502,noURL_2,0.95
2503,noURL_2,0.95
2504,noURL_2,0.95
2505,noURL_2,0.95
2506,noURL_2,0.95
2507,noURL_2,0.95
2508,noURL_2,0.95
2509,noURL_2,0.95
2510,noURL_2,0.95
2511,noURL_2,0.85
2512,noURL_2,0.85
2513,noURL_2,0.85
2514,noURL_2,0.95
2515,noURL_2,0.95
2516,noURL_2,0.95
2517,noURL_2,0.95
2518,noURL_2,0.9
2519,noURL_2,0.95
2520,noURL_2,0.95
2521,noURL_2,0.95
2522,noURL_2,0.85
2523,noURL_2,0.95
2524,noURL_2,0.95
2525,noURL_2,0.95
2526,noURL_2,0.95
2527,noURL_2,0.95
2528,noURL_2,0.85
2529,noURL_2,1.0
2530,noURL_2,0.95
2531,noURL_2,0.85
2532,noURL_2,0.95
2533,noURL_2,1.0
2534,noURL_2,1.0
2535,noURL_2,1.0
2536,noURL_2,0.95
2537,noURL_2,1.0
2538,noURL_2,1.0
2539,noURL_2,0.9
2540,noURL_2,0.95
2541,noURL_2,0.95
2542,noURL_2,0.95
2543,noURL_2,0.95
2544,noURL_2,0.95
2545,noURL_2,0.95
2546,noURL_2,0.95
2547,noURL_2,0.95
2548,noURL_2,0.85
2549,noURL_2,0.95
2550,noURL_2,0.95
2551,noURL_2,0.95
2552,noURL_2,1.0
2553,noURL_2,1.0
2554,noURL_2,1.0
2555,noURL_2,1.0
2556,noURL_2,1.0
2557,noURL_2,1.0
2558,noURL_2,1.0
2559,noURL_2,1.0
2560,noURL_2,1.0
2561,noURL_2,1.0
2562,noURL_2,0.99
2563,noURL_2,0.95
2564,noURL_2,0.95
2565,noURL_2,0.95
2566,noURL_2,1.0
2567,noURL_2,0.95
2568,noURL_2,1.0
2569,noURL_2,1.0
2570,noURL_2,0.95
2571,noURL_2,0.95
2572,noURL_2,0.95
2573,noURL_2,0.99
2574,noURL_2,0.85
2575,noURL_2,0.95
2576,noURL_2,0.95
2577,noURL_2,1.0
2578,noURL_2,1.0
2579,noURL_2,0.95
2580,noURL_2,0.95
2581,noURL_2,0.85
2582,noURL_2,0.95
2583,noURL_2,1.0
2584,noURL_2,0.95
2585,noURL_2,0.99
2586,noURL_2,1.0
2587,noURL_2,1.0
2588,noURL_2,1.0
2589,noURL_2,0.95
2590,noURL_2,0.95
2591,noURL_2,1.0
2592,noURL_2,0.85
2593,noURL_2,0.95
2594,noURL_2,1.0
2595,noURL_2,0.1
2596,noURL_2,0.95
2597,noURL_2,0.85
2598,noURL_2,1.0
2599,noURL_2,0.95
2600,noURL_2,1.0
2601,noURL_2,0.85
2602,noURL_2,1.0
2603,noURL_2,0.95
2604,noURL_2,0.95
2605,noURL_2,0.95
2606,noURL_2,1.0
2607,noURL_2,0.99
2608,noURL_2,1.0
2609,noURL_2,1.0
2610,noURL_2,1.0
2611,noURL_2,1.0
2612,noURL_2,1.0
2613,noURL_2,1.0
2614,noURL_2,0.99
2615,noURL_2,0.99
2616,noURL_2,0.99
2617,noURL_2,1.0
2618,noURL_2,1.0
2619,noURL_2,0.95
2620,noURL_2,0.95
2621,noURL_2,0.95
2622,noURL_2,1.0
2623,noURL_2,1.0
2624,noURL_2,1.0
2625,noURL_2,0.05
2626,noURL_2,0.05
2627,noURL_2,0.05
2628,noURL_2,0.05
2629,noURL_2,0.1
2630,noURL_2,0.1
2631,noURL_2,0.05
2632,noURL_2,0.05
2633,noURL_2,0.05
2634,noURL_2,0.05
2635,noURL_2,0.05
2636,noURL_2,0.1
2637,noURL_2,0.05
2638,noURL_2,0.1
2639,noURL_2,0.05
2640,noURL_2,0.05
2641,noURL_2,0.85
2642,noURL_2,0.05
2643,noURL_2,0.05
2644,noURL_2,0.05
2645,noURL_2,0.05
2646,noURL_2,0.05
2647,noURL_2,0.05
2648,noURL_2,0.05
2649,noURL_2,0.05
2650,noURL_2,1.0
2651,noURL_2,0.95
2652,noURL_2,0.85
2653,noURL_2,0.95
2654,noURL_2,0.95
2655,noURL_2,1.0
2656,noURL_2,0.85
2657,noURL_2,1.0
2658,noURL_2,1.0
2659,noURL_2,1.0
2660,noURL_2,0.99
2661,noURL_2,1.0
2662,noURL_2,0.95
2663,noURL_2,1.0
2664,noURL_2,0.95
2665,noURL_2,0.95
2666,noURL_2,0.95
2667,noURL_2,0.95
2668,noURL_2,0.85
2669,noURL_2,0.95
2670,noURL_2,0.95
2671,noURL_2,0.95
2672,noURL_2,1.0
2673,noURL_2,1.0
2674,noURL_2,1.0
2675,noURL_2,1.0
2676,noURL_2,1.0
2677,noURL_2,0.99
2678,noURL_2,0.95
2679,noURL_2,0.95
2680,noURL_2,0.95
2681,noURL_2,0.95
2682,noURL_2,0.95
2683,noURL_2,1.0
2684,noURL_2,1.0
2685,noURL_2,0.95
2686,noURL_2,0.85
2687,noURL_2,1.0
2688,noURL_2,0.99
2689,noURL_2,0.95
2690,noURL_2,0.95
2691,noURL_2,0.9
2692,noURL_2,1.0
2693,noURL_2,0.99
2694,noURL_2,1.0
2695,noURL_2,1.0
2696,noURL_2,0.95
2697,noURL_2,1.0
2698,noURL_2,0.95
2699,noURL_2,0.95
2700,noURL_2,0.95
2701,noURL_2,0.95
2702,noURL_2,0.95
2703,noURL_2,0.95
2704,noURL_2,0.95
2705,noURL_2,0.95
2706,noURL_2,0.85
2707,noURL_2,0.95
2708,noURL_2,0.95
2709,noURL_2,1.0
2710,noURL_2,0.95
2711,noURL_2,0.99
2712,noURL_2,1.0
2713,noURL_2,1.0
2714,noURL_2,0.99
2715,noURL_2,0.95
2716,noURL_2,0.95
2717,noURL_2,0.95
2718,noURL_2,0.95
2719,noURL_2,0.95
2720,noURL_2,0.95
2721,noURL_2,1.0
2722,noURL_2,1.0
2723,noURL_2,1.0
2724,noURL_2,0.99
2725,noURL_2,0.85
2726,noURL_2,1.0
2727,noURL_2,1.0
2728,noURL_2,0.95
2729,noURL_2,0.95
2730,noURL_2,0.85
2731,noURL_2,0.95
2732,noURL_2,1.0
2733,noURL_2,0.95
2734,noURL_2,0.95
2735,noURL_2,0.95
2736,noURL_2,1.0
2737,noURL_2,1.0
2738,noURL_2,1.0
2739,noURL_2,1.0
2740,noURL_2,0.1
2741,noURL_2,1.0
2742,noURL_2,1.0
2743,noURL_2,1.0
2744,noURL_2,0.1
2745,noURL_2,1.0
2746,noURL_2,0.95
2747,noURL_2,1.0
2748,noURL_2,0.95
2749,noURL_2,1.0
2750,noURL_2,0.85
2751,noURL_2,0.95
2752,noURL_2,0.85
2753,noURL_2,0.95
2754,noURL_2,0.95
